"timestamp","latitude", "longitude", "accuracy", "altitude", "altitudeAccuracy", "speed", "heading"

1413282229772,12.971599,77.594563,18000,null,null,null,null
1413282246247,12.971599,77.594563,18000,null,null,null,null
1413282272673,12.971599,77.594563,18000,null,null,null,null
